budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,Component1,Component2,Component3,Component4,Component5,cluster,Segment
0.0,Seattle Pacific Investments,USA,James F. Robinson,Comedy,212267.0,Still Breathing,PG-13,1998-11-12,109,6.9,Brendan Fraser,2050,James F. Robinson,1997,-0.7056110137226692,0.8879072594349481,-0.0393924621643991,-0.2030449202132627,0.1114220100313884,1,second
0.0,Higgins-Messick-Wayne,USA,Kiefer Sutherland,Action,54154.0,"Truth or Consequences, N.M.",R,1997-05-02,106,6.3,Kiefer Sutherland,4266,Brad Mirman,1997,-0.9302679996285796,0.3938122224844561,0.09328744389706638,0.06692451137348236,0.08490312092401636,1,second
4500000.0,First Floor Features,Netherlands,Mike van Diem,Crime,713413.0,Character,R,1998-03-27,122,7.8,Pavlik Jansen op de Haar,9512,Ferdinand Bordewijk,1997,-0.10137942212754064,1.8119449132029004,0.12124114111046504,-0.5168505022693459,0.11342415288126749,0,first
0.0,Flan de Coco Films,USA,Miguel Arteta,Comedy,592573.0,Star Maps,R,1997-07-23,86,5.9,Douglas Spain,893,Miguel Arteta,1997,-1.437423209033845,-0.4339588534761854,-0.5655837124259722,0.00925337915771862,-0.019113628101774603,3,fourth
70000000.0,DreamWorks,USA,Steven Spielberg,Drama,216540909.0,Saving Private Ryan,R,1998-07-24,169,8.6,Tom Hanks,979007,Robert Rodat,1998,7.786316421275919,1.7314741764732522,-0.9935375719287799,3.446999290192637,-0.45820243708880914,2,third
15000000.0,Polygram Filmed Entertainment,USA,Joel Coen,Comedy,17451873.0,The Big Lebowski,R,1998-03-06,117,8.2,Jeff Bridges,592823,Ethan Coen,1998,2.5762950009933268,1.7638946381457414,-1.8964359607439174,2.019274954742999,-1.5299624855941758,0,first
7500000.0,New Line Cinema,USA,Tony Kaye,Crime,6719864.0,American History X,R,1998-11-20,119,8.5,Edward Norton,857333,David McKenna,1998,3.5792191987166255,2.1815614319811196,-2.7344126919304714,3.350399409571503,-2.323824214733023,2,third
90000000.0,Walt Disney Feature Animation Florida,USA,Tony Bancroft,Animation,120620254.0,Mulan,G,1998-06-19,88,7.6,Ming-Na Wen,193214,Robert D. San Souci,1998,2.1476037753177994,-0.8840818067179458,-1.3822853579062682,-1.2001394382862167,-0.20927985975030247,4,
140000000.0,Touchstone Pictures,USA,Michael Bay,Action,201573391.0,Armageddon,PG-13,1998-07-01,151,6.6,Bruce Willis,344203,Jonathan Hensleigh,1998,5.062837295398418,-0.851842967603203,1.4813873752599085,0.023138584374692187,0.12030325326554824,2,third
60000000.0,Paramount Pictures,USA,Peter Weir,Comedy,125618201.0,The Truman Show,PG,1998-06-05,103,8.1,Jim Carrey,740961,Andrew Niccol,1998,4.455349094465768,0.19812183749308807,-2.764320817624852,1.9255135986635885,-1.2307801821357274,2,third
0.0,Summit Entertainment,UK,Guy Ritchie,Comedy,3650677.0,"Lock, Stock and Two Smoking Barrels",R,1998-08-28,107,8.2,Jason Flemyng,450149,Guy Ritchie,1998,1.4846322599231736,1.7275212273245053,-1.9894017918831455,1.4024381288195427,-1.154336792915077,0,first
60000.0,Harvest Filmworks,USA,Darren Aronofsky,Drama,3216970.0,Pi,R,1998-07-10,84,7.5,Sean Gullette,151309,Darren Aronofsky,1998,-0.3741040341518015,0.6026221617943152,-1.7934263980527057,-0.03985398501646303,-0.4337228783208624,1,second
23000000.0,Twentieth Century Fox Film Corporation,USA,Bobby Farrelly,Comedy,176484651.0,There's Something About Mary,R,1998-07-15,119,7.1,Ben Stiller,259794,Ed Decter,1998,2.4969318573198156,0.042360925298983346,-0.6362703415124139,0.6480212979390525,1.4370726404912564,4,
45000000.0,Amen Ra Films,USA,Stephen Norrington,Action,70087718.0,Blade,R,1998-08-21,120,7.1,Wesley Snipes,206719,David S. Goyer,1998,1.6183949535525082,0.43848864597757475,-0.06891059525080766,0.1700106764427996,-0.10737052576435831,4,
25000000.0,Midwinter Productions Inc.,USA,Ronny Yu,Comedy,32383850.0,Bride of Chucky,R,1998-10-16,89,5.4,Jennifer Tilly,42757,Don Mancini,1998,-0.7394210157197033,-1.1521586377133952,-0.22301464116680847,0.12140657841905735,-0.04387557093469627,3,fourth
0.0,Cinema Vehicle Services,USA,Nancy Meyers,Adventure,66308518.0,The Parent Trap,PG,1998-07-29,128,6.5,Lindsay Lohan,96539,Erich K�stner,1998,0.5263238834557823,0.7579321895994355,0.5350971068054016,0.6399293694165825,0.8248238393989575,0,first
90000000.0,Universal Pictures,USA,Martin Brest,Drama,44619100.0,Meet Joe Black,PG-13,1998-11-13,178,7.1,Brad Pitt,180700,Ron Osborn,1998,2.976081059286272,1.6817717820728852,2.8282021980187557,0.10850370112161392,-0.631373017988324,0,first
48000000.0,DiNovi Pictures,USA,Griffin Dunne,Comedy,46683377.0,Practical Magic,PG-13,1998-10-16,104,6.2,Sandra Bullock,60149,Alice Hoffman,1998,0.2817822344674685,-0.524793497540472,0.14242087828466574,-0.3426872071069801,-0.1289457081570779,1,second
60000000.0,Universal Pictures,USA,Harold Becker,Action,32940507.0,Mercury Rising,R,1998-04-03,111,6.1,Bruce Willis,57649,Ryne Douglas Pearson,1998,0.4077064943174554,-0.4543358765106795,0.6031335851819222,-0.38170565775483245,-0.42447054922845734,4,
52000000.0,Fox 2000 Pictures,USA,Terrence Malick,Drama,36400491.0,The Thin Red Line,R,1999-01-15,170,7.6,Jim Caviezel,148812,James Jones,1998,2.2680389780660626,2.270354414866508,2.1050929372722704,0.15167493343322647,-0.17726592267517155,0,first
27000000.0,Mystery Clock Cinema,Australia,Alex Proyas,Mystery,14378331.0,Ciudad en tinieblas,R,1998-02-27,100,7.7,Rufus Sewell,166822,Alex Proyas,1998,0.5065248551363346,0.8193730757709103,-1.0804483909467244,-0.26066156002381735,-0.6023470461174723,1,second
20000000.0,Mandalay Entertainment,USA,John McNaughton,Crime,29753944.0,Wild Things,R,1998-03-20,108,6.5,Kevin Bacon,95388,Stephen Peters,1998,0.06815890329363639,0.19896468861292485,-0.08864051849675586,0.1461096605270333,-0.04819182664182028,1,second
55000000.0,FGM Entertainment,UK,John Frankenheimer,Action,41616262.0,Ronin,R,1998-09-25,122,7.3,Robert De Niro,152869,J.D. Zeik,1998,1.3675999930352267,0.6825648108722452,0.21063879573172223,-0.29436890587766334,-0.45144945887276655,0,first
18500000.0,Fear and Loathing LLC,USA,Terry Gilliam,Adventure,10680275.0,Fear and Loathing in Las Vegas,R,1998-05-22,118,7.7,Johnny Depp,226427,Hunter S. Thompson,1998,0.9470834543277945,1.4314284530940398,-0.5446866054787838,0.37700066693217155,-0.5989960936336161,0,first
25000000.0,Universal Pictures,USA,John Madden,Comedy,100317794.0,Shakespeare in Love,R,1999-01-08,123,7.2,Gwyneth Paltrow,187035,Marc Norman,1998,1.6390437159508147,0.6347828867310084,-0.13460220068462928,0.3139291031824049,0.639706403598287,0,first
33000000.0,New Line Cinema,USA,Brett Ratner,Action,141153686.0,Rush Hour,PG-13,1998-09-18,98,6.9,Jackie Chan,201905,Ross LaManna,1998,1.6115767866280493,-0.581125823528335,-1.125353286151177,0.09342826391300438,0.8751332227442389,4,
65000000.0,Warner Bros.,USA,Nora Ephron,Comedy,115821495.0,You've Got Mail,PG,1998-12-18,119,6.6,Tom Hanks,163612,Mikl�s L�szl�,1998,1.957031848428111,-0.4187253622881037,0.28414532722650065,-0.13644951492783053,0.3421758972452916,4,
20000000.0,Robert Simonds Productions,USA,Frank Coraci,Comedy,161491646.0,The Waterboy,PG-13,1998-11-06,90,6.1,Adam Sandler,127466,Tim Herlihy,1998,0.9390392115150823,-1.3285729247593312,-1.0303583066203432,0.18065280421784316,1.4884901929874483,4,
75000000.0,Paramount Pictures,USA,Mimi Leder,Action,140464664.0,Deep Impact,PG-13,1998-05-08,120,6.1,Robert Duvall,142094,Bruce Joel Rubin,1998,2.0984249850966936,-0.9883243733772094,0.6308670532426989,-0.1507733848844457,0.5994187374344271,4,
80000000.0,New Line Cinema,USA,Stephen Hopkins,Action,69117629.0,Lost in Space,PG-13,1998-04-03,130,5.1,Gary Oldman,61386,Irwin Allen,1998,1.0852418898102847,-1.048882436354457,1.9068355712354401,0.038316386711022374,-0.11569938632305285,4,
120000000.0,Pixar Animation Studios,USA,John Lasseter,Animation,162798565.0,A Bug's Life,G,1998-11-25,95,7.2,Kevin Spacey,226736,John Lasseter,1998,3.0773299662973277,-1.5389373861674456,-0.8763934645612461,-1.2114676680278145,-0.11686223583712237,4,
9000000.0,American Empirical Pictures,USA,Wes Anderson,Comedy,17105219.0,Rushmore,R,1999-02-19,93,7.7,Jason Schwartzman,144975,Wes Anderson,1998,0.07379251493041325,0.8086130117277082,-1.4478602835178278,-0.20179196295480445,-0.2997116060281332,1,second
70000000.0,DreamWorks Animation,USA,Brenda Chapman,Animation,101217900.0,The Prince of Egypt,PG,1998-12-18,99,7.0,Val Kilmer,98359,Philip LaZebnik,1998,1.3594117144548177,-0.6667962195827281,-0.4847850470370958,-0.9574028898637582,0.14925919462220655,4,
15000000.0,Dimension Films,USA,Robert Rodriguez,Horror,40064955.0,The Faculty,R,1998-12-25,104,6.4,Jordana Brewster,96886,David Wechter,1998,-0.0026466666746532033,0.015997567680360047,-0.27427840420386534,0.21743571424764896,0.12760275791921175,1,second
90000000.0,Touchstone Pictures,USA,Tony Scott,Action,111549836.0,Enemy of the State,R,1998-11-20,132,7.3,Will Smith,199848,David Marconi,1998,2.8442085497430805,0.17079637401810704,0.6073316464279583,-0.4923033784704543,-0.08195491241728647,4,
85000000.0,Polygram Filmed Entertainment,USA,Vincent Ward,Drama,55485043.0,What Dreams May Come,PG-13,1998-10-02,113,7.0,Robin Williams,88728,Richard Matheson,1998,1.3667725046929537,-0.1842234916186139,0.33393464215616236,-1.0142463036016807,-0.5463706589338579,4,
48000000.0,Universal Pictures,USA,Steven Soderbergh,Crime,37562568.0,Out of Sight,R,1998-06-26,123,7.0,George Clooney,75099,Elmore Leonard,1998,0.8552114050820953,0.6006361906719919,0.5663855898740539,-0.42697032132436874,-0.1778808680511041,0,first
20000000.0,Film Office,USA,John Carpenter,Action,20241395.0,Vampires,R,1998-10-30,108,6.1,James Woods,45366,John Steakley,1998,-0.33813731357198856,-0.023586621611899596,0.2508300200680542,0.09687544403024999,-0.028650261782033004,1,second
65000000.0,TriStar Pictures,USA,Martin Campbell,Action,94095523.0,The Mask of Zorro,PG-13,1998-07-17,136,6.7,Antonio Banderas,144796,Johnston McCulley,1998,2.036279107159139,0.24142526617242605,1.0555210503857522,-0.061631786113811135,0.21282650448641233,4,
35000000.0,United Artists Corporation,USA,Randall Wallace,Action,56968902.0,The Man in the Iron Mask,PG-13,1998-03-13,132,6.5,Leonardo DiCaprio,134842,Alexandre Dumas,1998,1.1305432720912825,0.5379307130905476,0.8638956089750929,0.39423234085325254,0.13705250199633523,0,first
26000000.0,Twentieth Century Fox Film Corporation,USA,Andy Tennant,Comedy,65705771.0,Ever After: A Cinderella Story,PG-13,1998-07-31,121,7.0,Drew Barrymore,61035,Susannah Grant,1998,0.7288938016619002,0.6251099699472263,0.30763239196474157,-0.23458949522976807,0.5224415068796451,0,first
18000000.0,Juno Pix,USA,Frank Coraci,Comedy,80245725.0,The Wedding Singer,PG-13,1998-02-13,95,6.8,Adam Sandler,116558,Tim Herlihy,1998,0.42752509822234847,-0.21986679906966397,-0.9473855804614127,-0.061627201989540165,0.5053408445734272,1,second
60000000.0,Universal Pictures,USA,Gus Van Sant,Horror,21456130.0,Psycho,R,1998-12-04,105,4.6,Vince Vaughn,39983,Robert Bloch,1998,-0.3205457400136488,-1.5854920377704083,1.087096911581469,0.20279417015397422,-0.5607703861069785,3,fourth
17000000.0,Dimension Films,USA,Steve Miner,Horror,55041738.0,Halloween H20: 20 Years Later,R,1998-08-05,86,5.7,Jamie Lee Curtis,52529,Debra Hill,1998,-0.5676083855237916,-1.0702871827234022,-0.6135430499700563,0.08238473182392525,0.3177749234163467,3,fourth
70000000.0,Caravan Pictures,USA,Ivan Reitman,Action,74329966.0,Six Days Seven Nights,PG-13,1998-06-12,98,5.8,Harrison Ford,64070,Michael Browning,1998,0.6062052068634556,-1.3662120148358519,0.15640305581852168,-0.5320352115112243,-0.11195401358131613,4,
0.0,Turner Pictures (I),USA,Gregory Hoblit,Action,25188006.0,Fallen,R,1998-01-16,124,7.0,Denzel Washington,62957,Nicholas Kazan,1998,0.08465211771661474,1.2274986138159294,0.3245791530960268,0.21237627391937927,0.35520180321306505,0,first
0.0,Channel Four Films,UK,Todd Haynes,Drama,1053788.0,Velvet Goldmine,R,1998-10-23,118,7.0,Ewan McGregor,29251,James Lyons,1998,-0.3866351779412125,1.2002873890808596,0.21671167390006604,-0.00874937363435045,0.09811243592028382,1,second
15000000.0,Metro-Goldwyn-Mayer (MGM),Australia,David Nutter,Horror,17411331.0,Perturbados,R,1998-07-24,84,5.5,James Marsden,18255,Scott Rosenberg,1998,-1.1723469041337775,-1.0253892849794832,-0.4494531969405244,0.04331138246212273,-0.06422634435794791,3,fourth
130000000.0,Centropolis Film Productions,USA,Roland Emmerich,Action,136314294.0,Godzilla,PG-13,1998-05-20,139,5.3,Matthew Broderick,160038,Dean Devlin,1998,2.981892978226152,-1.5976378878481396,2.137833117948575,-0.2175132325927748,-0.14291395341026247,4,
40000000.0,New Line Cinema,USA,Gary Ross,Comedy,40568025.0,Pleasantville,PG-13,1998-10-23,124,7.5,Tobey Maguire,108475,Gary Ross,1998,1.0783007588525375,1.0443011760479002,0.22845894733624372,-0.3806318428838753,-0.11983025839340986,0,first
30000000.0,Twentieth Century Fox Film Corporation,USA,Forest Whitaker,Drama,60053195.0,Hope Floats,PG-13,1998-05-29,114,5.9,Sandra Bullock,20726,Steven Rogers,1998,0.1117776399478569,-0.33707120521350786,0.6541807378038811,-0.034060514178469774,0.4679894559185586,3,fourth
60000000.0,Warner Bros.,UK,Paul W.S. Anderson,Action,14567883.0,Soldier,R,1998-10-23,99,6.0,Kurt Russell,46241,David Webb Peoples,1998,-0.06427202773437242,-0.7473531777242302,0.21064172227503908,-0.5166313857048518,-0.7064287603611321,3,fourth
40000000.0,Universal Pictures,USA,Joe Dante,Action,54682547.0,Small Soldiers,PG-13,1998-07-10,108,6.1,Kirsten Dunst,81216,Gavin Scott,1998,0.38277320014153404,-0.4407611083461286,0.22165444953998378,-0.0334382440455205,0.04896638175042209,1,second
12000000.0,Miramax,USA,John Dahl,Crime,22905674.0,Rounders,R,1998-09-11,121,7.4,Matt Damon,128159,David Levien,1998,0.5446447327780912,1.304166781631064,-0.07517349623610342,0.1433862516182842,-0.04591896526751531,0,first
10000000.0,Columbia Pictures Corporation,USA,Harry Elfont,Comedy,25339117.0,Can't Hardly Wait,PG-13,1998-06-12,100,6.5,Jennifer Love Hewitt,39581,Deborah Kaplan,1998,-0.4819521806286297,0.1122726852223819,-0.32920899706691226,-0.08585172611194049,0.14338650541696804,1,second
60000000.0,Warner Bros.,USA,Stuart Baird,Action,57167405.0,U.S. Marshals,PG-13,1998-03-06,131,6.5,Tommy Lee Jones,82606,Roy Huggins,1998,1.228196005952381,0.23164737943291716,1.150014699425884,-0.23567438989761336,-0.056199992041236956,0,first
6000.0,Next Wave Films,UK,Christopher Nolan,Crime,48482.0,Following,R,1999-11-05,69,7.6,Jeremy Theobald,72113,Christopher Nolan,1998,-0.9821631143200864,0.27465910278017996,-2.2380135856209074,-0.663573118449972,-0.33602909175876616,1,second
30000000.0,PolyGram Filmed Entertainment,UK,Shekhar Kapur,Biography,30082699.0,Elizabeth,R,1999-02-19,124,7.5,Cate Blanchett,80195,Michael Hirst,1998,0.7372325447869199,1.213596251832947,0.25906925553254684,-0.37360493136624906,-0.039745973638086206,0,first
25000000.0,Art Linson Productions,USA,Alfonso Cuar�n,Drama,26333044.0,Great Expectations,R,1998-01-30,111,6.8,Ethan Hawke,45205,Charles Dickens,1998,0.04347791217130169,0.45011690501826357,0.09183870101107736,-0.28739413400456176,0.001946491425366656,1,second
8000000.0,Robert Simonds Productions,USA,Tamra Davis,Comedy,17278980.0,Half Baked,R,1998-01-16,82,6.7,Dave Chappelle,50868,Dave Chappelle,1998,-0.8210444090083353,-0.175608657668794,-1.207914519234428,-0.30416694455326454,-0.07733119156148129,1,second
14000000.0,Phoenix Pictures,USA,Jamie Blanks,Horror,38072438.0,Urban Legend,R,1998-09-25,99,5.5,Jared Leto,50594,Silvio Horta,1998,-0.5795544534822396,-0.7199839328573385,0.04215821214601689,0.3808603823211147,0.2190872189226848,3,fourth
58000000.0,Paramount Pictures,USA,Jonathan Frakes,Action,70117571.0,Star Trek: Insurrection,PG,1998-12-11,103,6.4,Patrick Stewart,60249,Gene Roddenberry,1998,0.6657891757348499,-0.659905380841014,0.03564035985705741,-0.6131805913591851,0.03742621443619264,4,
28000000.0,Universal Pictures,USA,John Landis,Action,13979599.0,Blues Brothers 2000,PG-13,1998-02-06,123,4.8,Dan Aykroyd,27480,Dan Aykroyd,1998,-0.4559250488004763,-0.558541395142887,1.5802718264777706,0.7127089574427469,-0.07758994854062205,3,fourth
17000000.0,Broadway Pictures,USA,John Fortenberry,Comedy,30324946.0,A Night at the Roxbury,PG-13,1998-10-02,82,6.2,Chris Kattan,50769,Steve Koren,1998,-0.7306335629670697,-0.6938465560176267,-0.9484444637054061,-0.19789580781922606,-0.027608606566078303,3,fourth
50000000.0,TriStar Pictures,USA,Chris Columbus,Comedy,91137662.0,Stepmom,PG-13,1998-12-25,124,6.7,Julia Roberts,50401,Gigi Levangie,1998,1.2011682443464797,0.0897823728349219,0.7178543850570879,-0.46677613544145863,0.5795174090004823,4,
140000000.0,Warner Bros.,USA,Richard Donner,Action,130444603.0,Lethal Weapon 4,R,1998-07-10,127,6.6,Mel Gibson,135019,Shane Black,1998,3.1076178160757824,-1.1105043236282115,1.2114750106025323,-1.259389779238611,-0.35724205979030477,4,
90000000.0,Universal Pictures,USA,Tom Shadyac,Biography,135026902.0,Patch Adams,PG-13,1998-12-25,115,6.7,Robin Williams,86765,Patch Adams,1998,2.0999970059881106,-0.8493078410868017,0.43139215338685527,-0.9914812957108119,0.4529034026379508,4,
60000000.0,Warner Bros.,USA,Jeremiah S. Chechik,Action,23322832.0,The Avengers,PG-13,1998-08-14,89,3.7,Ralph Fiennes,36811,Sydney Newman,1998,-0.8842134635093182,-2.654950214452126,0.8149633444038884,0.43728231474975265,-0.6235274224409592,3,fourth
71500000.0,Twentieth Century Fox Film Corporation,USA,Betty Thomas,Comedy,144156605.0,Doctor Dolittle,PG-13,1998-06-26,85,5.3,Eddie Murphy,79986,Hugh Lofting,1998,0.933015922703422,-2.485546130915271,-0.3475633500721872,-0.4401505508377197,0.6643699274491727,4,
105000000.0,DreamWorks,USA,Eric Darnell,Animation,90757863.0,Antz,PG,1998-10-02,83,6.6,Woody Allen,131396,Todd Alcott,1998,1.4336734224907173,-1.705091639576825,-0.8060751039746131,-1.2689544248904336,-0.6589329632021433,4,
0.0,X-Filme Creative Pool,Germany,Tom Tykwer,Crime,7267585.0,Run Lola Run,R,1999-06-18,81,7.7,Franka Potente,169466,Tom Tykwer,1998,-0.26324371985805634,0.6359101098904655,-2.069180254422402,-0.0839236793846704,-0.4502703515643587,1,second
0.0,Zucker Brothers Productions,USA,David Zucker,Comedy,6940185.0,BASEketball,R,1998-07-31,103,6.6,Trey Parker,50796,David Zucker,1998,-0.6485029068028502,0.48015625658068845,-0.3132857676516519,0.11427863108486015,0.022696673312137698,1,second
73000000.0,Paramount Pictures,USA,Brian De Palma,Crime,55585389.0,Snake Eyes,R,1998-08-07,98,6.0,Nicolas Cage,67384,Brian De Palma,1998,0.5463110833201457,-1.1534806119360452,0.11791240967800569,-0.6398295592116092,-0.4099110802899501,4,
50000000.0,Regency Enterprises,Germany,F. Gary Gray,Action,44484065.0,El mediador,R,1998-07-29,140,7.3,Samuel L. Jackson,113865,James DeMonaco,1998,1.5136979473363619,1.213783364846159,1.040660021372673,-0.21107362719608921,-0.12342377280773006,0,first
24000000.0,Columbia Pictures,USA,Danny Cannon,Horror,40002112.0,I Still Know What You Did Last Summer,R,1998-11-13,100,4.6,Jennifer Love Hewitt,58906,Lois Duncan,1998,-0.6408233202642031,-1.432438740099008,0.5263362311097897,0.7328183162456914,0.09023123040575641,3,fourth
66000000.0,Twentieth Century Fox Film Corporation,USA,Rob Bowman,Drama,83898313.0,The X Files,PG-13,1998-06-19,121,7.0,David Duchovny,90546,Chris Carter,1998,1.5374514720050172,0.08106258066933089,0.4728044579944667,-0.6659997141145964,0.13103349839254125,4,
14000000.0,Phoenix Pictures,USA,Bryan Singer,Crime,8838938.0,Apt Pupil,R,1998-10-23,111,6.7,Ian McKellen,30742,Stephen King,1998,-0.3476566800291888,0.602666411786212,0.13412570652129036,-0.14133199324513807,-0.036833491273461264,1,second
3000000.0,Good Machine,USA,Todd Solondz,Comedy,2807390.0,Happiness,UNRATED,1998-10-16,134,7.8,Jane Adams,58551,Todd Solondz,1998,0.32610842299573767,2.1482324956841166,0.4723829018897466,-0.10739457255374404,0.09199379095843971,0,first
55000000.0,Atlas Entertainment,Germany,Brad Silberling,Drama,78685114.0,Un �ngel enamorado,PG-13,1998-04-10,114,6.7,Nicolas Cage,100012,Wim Wenders,1998,1.1634290131364764,-0.16595356490353755,0.2146000425437262,-0.3937918058792868,0.14266208851013043,4,
13000000.0,Dollface,USA,Mark Christopher,Drama,16574731.0,54,R,1998-08-28,93,5.8,Ryan Phillippe,28791,Mark Christopher,1998,-0.9041166356876756,-0.5444949292621484,-0.24499162933346785,0.08489775245699652,-0.02412924954614711,3,fourth
1500000.0,Cin�pix Film Properties (CFP),USA,Vincent Gallo,Comedy,2375097.0,Buffalo '66,R,1998-06-26,110,7.5,Vincent Gallo,39256,Vincent Gallo,1998,-0.321298952440108,1.3007652228545556,-0.3627533692861108,-0.31990473314691353,0.017566121753839453,1,second
60000000.0,Warner Bros.,USA,Andrew Davis,Crime,67638368.0,A Perfect Murder,R,1998-06-05,107,6.5,Michael Douglas,68263,Frederick Knott,1998,0.8073590564442618,-0.48861840139299617,0.15667526081579083,-0.6005507579161281,-0.021639827936961238,4,
9000000.0,Intermedia Films,UK,Peter Howitt,Comedy,11883495.0,Sliding Doors,PG-13,1998-05-01,99,6.8,Gwyneth Paltrow,55546,Peter Howitt,1998,-0.48453203330485434,0.3804504110420354,-0.5297528723401956,-0.1383228833088205,-0.07292005499667381,1,second
80000000.0,Warner Bros.,USA,Barry Levinson,Drama,37020277.0,Sphere,PG-13,1998-02-13,134,6.0,Dustin Hoffman,87413,Michael Crichton,1998,1.2370010984484152,-0.13375850690285354,1.6681145795208494,-0.19657741171141005,-0.5907110918537475,4,
70000000.0,Twentieth Century Fox Film Corporation,USA,Edward Zwick,Action,40981289.0,The Siege,R,1998-11-06,116,6.3,Denzel Washington,61043,Lawrence Wright,1998,0.779274399607438,-0.33574871283317737,0.7713990208206253,-0.5516564501314472,-0.43448495432141737,4,
10000000.0,Rhombus Media,Canada,Fran�ois Girard,Drama,9473382.0,The Red Violin,R,1999-06-11,130,7.7,Carlo Cecchi,28172,Don McKellar,1998,0.24963704683131627,1.852689050346334,0.47141255563417683,-0.3640465011685479,0.14829208340596958,0,first
60000000.0,Touchstone Pictures,USA,Robert Redford,Drama,75383563.0,The Horse Whisperer,PG-13,1998-05-15,170,6.6,Robert Redford,34250,Nick Evans,1998,1.9716350502203397,1.2645402592845387,2.8539012427067223,-0.08443222152833772,0.5602456790122149,0,first
0.0,Mandalay Entertainment,UK,Bille August,Crime,14096321.0,Les Mis�rables,PG-13,1998-05-01,134,7.5,Liam Neeson,33810,Victor Hugo,1998,0.20194497702228822,1.9087307032676029,0.631582256978289,-0.05279293778853645,0.3536891495856872,0,first
8000000.0,Regency Enterprises,USA,Marshall Herskovitz,Biography,4530929.0,Dangerous Beauty,R,1998-02-20,111,7.3,Catherine McCormack,13477,Margaret Rosenthal,1998,-0.36047964453515585,1.105496865197263,-0.11603429749695697,-0.43433499306541556,0.038109780353014544,1,second
9000000.0,Sciarl�,Italy,Giuseppe Tornatore,Drama,259127.0,The Legend of 1900,R,2000-01-21,165,8.1,Tim Roth,45151,Alessandro Baricco,1998,1.0061419832799683,3.154135047167368,1.7349771279121406,-0.03888460786642071,0.2027768354668337,0,first
30000000.0,Columbia Pictures Corporation,USA,Antoine Fuqua,Action,18967571.0,The Replacement Killers,R,1998-02-06,87,6.1,Yun-Fat Chow,24291,Ken Sanzel,1998,-0.7053468364817065,-0.7041715966352453,-0.501144859261233,-0.39810396879998455,-0.24790563757407155,3,fourth
24000000.0,Paramount Pictures,USA,Igor Kovalyov,Animation,100494675.0,The Rugrats Movie,G,1998-11-20,79,5.9,Elizabeth Daily,15183,David N. Weiss,1998,-0.28855013645585775,-1.4657910491093784,-0.9324453109574715,-0.4247817132735537,0.8878927984264332,3,fourth
30000000.0,Twentieth Century Fox Film Corporation,USA,Warren Beatty,Comedy,26525834.0,Bulworth,R,1998-05-22,108,6.8,Warren Beatty,22893,Warren Beatty,1998,-0.03717873765692475,0.3105295211100393,0.0645323641965661,-0.5066486336120353,-0.017234501770515217,1,second
1300000.0,Nimbus Film Productions,Denmark,Thomas Vinterberg,Drama,1647780.0,The Celebration,R,1998-06-19,105,8.1,Ulrich Thomsen,69371,Thomas Vinterberg,1998,-0.1288548704169753,1.583870670504079,-0.9254309703258791,-0.5170446758980457,-0.10697136564944913,1,second
10000000.0,Initial Entertainment Group (IEG),USA,Peter Berg,Comedy,9801782.0,Very Bad Things,R,1998-11-25,100,6.3,Christian Slater,41062,Peter Berg,1998,-0.6758983754321561,0.0643385548284852,-0.21352946859824695,0.03279628041663142,-0.06589528830915409,1,second
85000000.0,Warner Bros.,USA,Troy Miller,Comedy,34545030.0,Jack Frost,PG,1998-12-11,101,5.3,Michael Keaton,26466,Mark Steven Johnson,1998,0.19854714244967395,-1.5652630442920987,0.7999509645545383,-0.6204138314022333,-0.7144476008172898,4,
0.0,Memfis Film,Sweden,Lukas Moodysson,Comedy,168761.0,Show Me Love,UNRATED,1998-10-23,89,7.6,Alexandra Dahlstr�m,44663,Lukas Moodysson,1998,-0.7107660228444594,0.8221776163321323,-1.3153144077891947,-0.5664302549699919,-0.1338106357342641,1,second
4500000.0,New Line Cinema,USA,Ice Cube,Comedy,23031390.0,The Players Club,R,1998-04-08,104,5.7,LisaRaye McCoy,4688,Ice Cube,1998,-0.8733761988141525,-0.2558158420361882,0.25870451588904353,0.256443189206787,0.31351543273567334,3,fourth
25000000.0,Touchstone Pictures,USA,Spike Lee,Drama,21554585.0,He Got Game,R,1998-05-01,136,6.9,Denzel Washington,38487,Spike Lee,1998,0.47900449698485237,1.232871322079327,1.1319727098215693,-0.07117767631142907,0.10957429103810314,0,first
0.0,Jaffilms,France,Daisy von Scherler Mayer,Comedy,29767901.0,Madeline,PG,1998-07-10,88,5.9,Frances McDormand,5579,Ludwig Bemelmans,1998,-1.1142703729976267,-0.5469914944578247,-0.5536631333671332,0.03193300695182177,0.36441092685060966,3,fourth
0.0,Beyond Films,USA,James Merendino,Comedy,299200.0,SLC Punk!,R,1999-04-16,97,7.5,Matthew Lillard,23282,James Merendino,1998,-0.6727815837966509,0.9714321720345866,-0.8723619646099453,-0.5313389342711303,-0.021701044960870712,1,second
13000000.0,Metro-Goldwyn-Mayer (MGM),Canada,Bob Saget,Comedy,9975684.0,Dirty Work,PG-13,1998-06-12,82,6.4,Norm MacDonald,20926,Frank Sebastiano,1998,-1.0312023490712412,-0.3962704999670592,-0.9388483472635711,-0.3732774731088327,-0.15510077553817284,1,second
